title,price,rating,brand,ram,storage,color,processor
"acer Aspire 3, Intel Pentium N6000, 12GB LPDDR4X RAM, 512GB SSD, HD, 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.5KG, A325-45, Thin and Light Laptop",39850.0,,Acer,12,512.0,Silver,Apple A325
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office 2024/Top Metal Cover/Backlit KB/Cosmic Blue/1.6Kg), 83K1016PIN",84990.0,,Lenovo,16,512.0,Blue,Intel
"Lenovo 15 (2026), Intel Core i7 13th Gen 13620H - (16 GB DDR5/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Luna Grey/Copilot Key/1.5 kg/MSO 2024",79470.0,,Lenovo,5,512.0,Grey,Intel
"Dell 15 (Previously Inspiron), Intel Core i7 13th Gen -1355U, 16GB, 512GB SSD, FHD, 15.6""/39.62cm, Win 11, MSO'24, Silver, 1.62kg, [Dell 15], Backlit Keyboard, 12 Month McAfee, Thin & Light Laptop",82990.0,,Dell,16,512.0,Silver,Intel
"HP Omen, AMD Ryzen AI 7 350, 8GB RTX 5050, 24GB DDR5(Upgradeable) 1TB SSD, 165Hz, 2k WUXGA, 3ms, 400 nits, 16'(40.6cm) Win11, M365* Office24, Black, 2.44kg, ap0165AX, RGB, AI Gaming Laptop",136990.0,,HP,8,1024.0,Black,Apple M365
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop",53990.0,,Dell,8,512.0,Black,
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",342490.0,,Apple,24,2048.0,Silver,Apple M5
"ASUS Gaming V16 (2025),Intel Core 7 240H (i7-14th Gen),RTX 5050-8GB,16GB RAM,512GB SSD,FHD+,16"",144Hz,Backlit Keyboard,Windows 11,M365*,Office 2024,Matte Black,1.95 Kg V3607VH-RP038WS,Gaming Laptop",140999.0,,ASUS,8,512.0,Black,Apple M365
"HP Smartchoice Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, 144Hz, 300 nits, 15.6''/39.6cm, Win 11, Office 24, Blue, 2.29kg, fb3134/20ax, Xbox Gamepass*, Gaming Laptop",108762.8769574944,,HP,6,512.0,Blue,AMD
"ASUS Chromebook CM32 Detachable (2026),Smartchoice,MediaTek Kompanio 540 Processor,8GB RAM,128GB SSD,Touchscreen,12.1""(30.7 cm),Chrome OS,Cloud Titanium,0.64 Kg,CM3206DM4A-TR0119,Thin & Light Laptop",42990.0,,ASUS,8,128.0,Black,MediaTek
𝗟𝗲𝗻𝗼𝘃𝗼Model T490 | InteI Core i5 8th Gen Processor | 8GB RAM | 256GB SSD | 14-inch FHD Display | Win 10 pro | A+ Condition Laptop (Refab),30000.0,,Unknown,8,256.0,Black,
"Dell 15 Laptop DC15250-15.6-inch FHD 120Hz Display, 13th Gen Intel Core i7-1355U, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Platinum Silver",85890.0,,Dell,16,512.0,Silver,Intel
"Acer Aspire 3 Intel Core i5-1334U Processor, 8GB RAM/512GB SSD, 39.62 cm(15.6"") FHD LED-Backlit IPS Display, Win11Home, Pure Silver, 1.7Kg, A325-53, Thin & Light Laptop",54650.0,,Acer,8,512.0,Silver,Apple A325
"Lenovo 14 (2025), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MSO 2021",52999.0,,Lenovo,16,512.0,Grey,Intel
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 8GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Standard Keyboard, Dedicated Copilot Key, Black, Win11 Home + MSO H&S'24",73490.0,,Dell,8,512.0,Black,Intel
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",194990.0,,Apple,24,1024.0,Midnight,Apple M5
Acer Pro 15 Ryzen 3 7320U 15.6 inch Full HD,49990.0,,Acer,16,512.0,Black,
"Dell 15 Laptop DC15250-15.6-inch FHD 120Hz Display, 13th Gen Intel Core i7-1355U, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Platinum Silver",85890.0,,Dell,16,512.0,Silver,Intel
"Lenovo V15 G4 AMD Ryzen 5 7520U DOS 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD,Dolby Audio,Premium Grey, 1 Year Onsite Brand Warranty",54899.0,,Lenovo,16,512.0,Grey,AMD
"DELL Inspiron 5440 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thin and Light Laptop (14 inch, Ice Blue, 1.5 kg, with MS Office)",62350.0,,DELL,16,512.0,Blue,Intel
"Acer Aspire Lite, 13th Gen Intel Core i3-1305U, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-53, Metal Body, Thin and Light Premium, Laptop",49990.0,,Acer,8,512.0,Gray,Intel
"Lenovo 14 (2025), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MSO 2021",52999.0,,Lenovo,16,512.0,Grey,Intel
"HP Pavilion Plus, Intel Core i5-1335U-13th Gen Laptop, (16GB LPDDR5x,512GB SSD),IPS, 300 nits, 14''(35.6cm) 2K,Win 11, M365 Basic(1yr), Office Home 24, Silver,1.38kg, 5MP Camera w/Shutter, ew0107TU",108762.8769574944,,HP,16,512.0,Silver,Apple M365
"Lenovo Yoga Slim 7 Aura Edition Intel Evo Core Ultra 5 226V (16GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Copilot+ PC/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.19Kg), 83JX005FIN AI Laptop",126790.0,,Lenovo,16,1024.0,Grey,Intel
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop",53990.0,,Dell,8,512.0,Black,
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 8GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Standard Keyboard, Dedicated Copilot Key, Black, Win11 Home + MSO H&S'24",73490.0,,Dell,8,512.0,Black,Intel
"Acer SmartChoice Aspire Lite, AMD Ryzen 5-5625U Processor, 16 GB/512 GB, Full HD, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 kg, AL15-41, Metal Body, Thin and Light Laptop",59990.0,,Acer,16,512.0,Gray,AMD
"HP 14, 13th Gen Intel Core i5-1334U Laptop (16GB RAM, 512GB SSD), Anti-Glare, IPS, 14""/35.6cm, FHD, Win 11, MS Office 2021, Silver, 1.4Kg, Intel Iris Xe Graphics, FHD Camera,Backlit KB, gr0002TU",69990.0,,HP,16,512.0,Silver,Intel
"HP OmniBook Ultra Flip (Previously Spectre) Intel Core Ultra 7 256V 47 Tops (16GB LPDDR5X, 1TB SSD) OLED, 500 nits,14''/35.6cm, Touch 2-in-1, Win11, Office21, Gray,1.34kg, fh0026TU Next Gen AI Laptop",186990.0,,HP,16,1024.0,Gray,Intel
"Alienware 16X Aurora Gaming Laptop, AI Enabled Intel Core Ultra9 HX Processor, 32GB DDR5, 1TB SSD, NVIDIA GeForce RTX 5070, 8GB GDDR7, 16"" QHD+ 240Hz Display, Backlit KB, Interstellar Indigo, 2.66kg",319990.0,,Alienware,32,1024.0,Indigo,Intel
HP Ultra 7 255H / 32 GB DDR5 RAM/ 1 TB SSD/Windows 11 Pro/5 MP IR AI Camera/ 16.0 inch AG WUXGA/Intel® Wi-Fi 7 BE201 (2x2) and Bluetooth 5.4 /Fingerprint Reader (C1JQ1PT),234454.0,,HP,5,1024.0,Black,Intel
"Lenovo IdeaPad Slim 3 13th Gen Core i7-13620H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/MSO 365 Basic+Office 2024/1Yr ADP Free/Grey/1.6Kg), 83K100S1IN",81689.0,,Lenovo,16,512.0,Grey,
"Lenovo IdeaPad Pro 5 AMD Ryzen 7 8845HS 16"" (40.64cm) 2K-OLED 400Nits 120Hz Laptop (16GB/1TB SSD/NVDIA RTX 4050 6GB/Win11/100% DCI-P3/Office 2021/Alexa/3 Month Game Pass/Grey/1.91Kg), 83D5000SIN",169890.0,,Lenovo,16,1024.0,Grey,AMD
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",342490.0,,Apple,24,2048.0,Silver,Apple M5
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",194990.0,,Apple,24,1024.0,Sky Blue,Apple M5
"ASUS Chromebook CM1405 (2026), Smartchoice, MediaTek Kompanio 540 Processor, 4GB RAM, 64GB SSD, FHD, 14""(35.5 cm), 60Hz, Chrome OS, Pure Grey, 1.37 Kg, CM1405CM4A-S60034, Thin & Light Laptop",28990.0,,ASUS,4,64.0,Grey,MediaTek
"HP Professional 14 (2026) Thin & Light Laptop – Intel Core 5-120U, 16GB RAM, 512GB SSD, 14"" FHD Display, Windows 11 Pro, Backlit Keyboard, Fingerprint Sensor, MSO 2024, Turbo Silver, 1.4 Kg",68480.0,,HP,16,512.0,Silver,Intel
"HP Omen, Intel Core Ultra 7 255H, 8GB RTX 5060 (24GB DDR5, 1TB SSD) 165Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.42kg, an0015TX, RGB, Gaming Laptop",166990.0,,HP,8,1024.0,Black,Apple M365
"Acer TravelLite Thin Laptop AMD Ryzen 3 5400U | 8GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display | Windows 11 | MS Office | 1.34Kg | Black | 1 Year Warranty | Sleek Metal Body",41890.0,,Acer,8,512.0,Black,AMD
"HP 15, Intel Core Ultra 5 125H (16GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)*Office24, Silver, 1.65kg, fd1255TU, Intel Arc Graphics, FHD Camera w/Shutter, AI Powered Laptop",82990.0,,HP,16,1024.0,Silver,Apple M365
Lenovo ThinkPad E14 AI PC Intel Core Ultra 7 155H | Copilot Key | 16GB RAM | 512GB SSD | 14” WUXGA IPS 300 Nits | Win 11 + Office 2024 | Backlit | Fingerprint | 1.42 kg | 1Y Onsite | Black –21M7S0SF00,124800.0,,Lenovo,16,512.0,Black,Intel
"Lenovo Legion Pro 7 2025 Intel Core Ultra 9 275HX | NVIDIA RTX 5090 24GB (64GB RAM/1TB SSD/WQXGA OLED/240Hz/16 (40.6cm)/Windows 11/Office 2024+AI Now/Black/2.5Kg), 83F500D8IN AI Powered Gaming Laptop",482490.0,,Lenovo,24,1024.0,Black,Intel
"HP ProBook 440 14 inch G10 Notebook PC, 14"", Windows 11 Pro, Intel® Core™ i5, 16GB RAM, 512GB SSD, FHD(B15JRAT)",93990.0,,HP,16,512.0,Black,Intel
Acer Pro 15 Ryzen 3 7320U 15.6 inch Full HD,49990.0,,Acer,16,512.0,Black,
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",342490.0,,Apple,24,2048.0,Silver,Apple M5
"Alienware 16 Area-51, Intel Core Ultra 9-275HX, RTX 5090-24GB, 64GB DDR5, 2TB SSD, WQXGA, 16.0""/40.64cm, 240Hz, Win 11, MSO 2024, Liquid Teal, 3.4kg, AI Enabled, 500 nits, AI PC",531490.0,,Alienware,24,2048.0,Black,Intel
"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0690au",55780.0,,HP,16,512.0,Silver,AMD
"HP 15, 13th Gen Intel Core i5-1334U Laptop (8GB DDR4,1TB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Shutter, fd0549TU",63990.0,,HP,8,1024.0,Silver,Apple M365
"DELL PRO 15 (2025) AMD Ryzen 5 7520U Quad Core - (8 GB DDR5/512 GB SSD/AMD Radeon 610M Graphics/Windows 11 Home) Thin and Light Business Laptop/Backlit/15.6"" FHD Display/Black/1.5 kg/MSO 2021",51790.0,,DELL,5,512.0,Black,AMD
"HP Professional 14 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/1.4 Kg/MSO 2021",78990.0,,HP,16,512.0,Silver,Intel
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (24 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",89890.0,,Lenovo,16,512.0,Grey,Intel
"HP Professional 14 (2026), Intel (i7 14th Gen) Core 7 150U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.4kg/MSO 2024",91940.0,,HP,16,512.0,Silver,Intel
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",194990.0,,Apple,24,1024.0,Midnight,Apple M5
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 8GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Standard Keyboard, Dedicated Copilot Key, Black, Win11 Home + MSO H&S'24",73490.0,,Dell,8,512.0,Black,Intel
Acer Pro 15 Ryzen 3 7320U 15.6 inch Full HD,49990.0,,Acer,16,512.0,Black,
"HP Professional 14 (2025), Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/1.4 Kg/MSO 2021",68990.0,,HP,16,512.0,Silver,Intel
Tech IT 𝗟𝗲𝗻𝗼𝘃𝗼Model 81N3 𝗔𝗠𝗗A6 REDEON | 4GB RAM/128GB SSD | 14″ FHD Display | A+ Condition Laptop (Refab),24900.0,,Tech,4,128.0,Black,
"Lenovo Legion 7 Intel Core i9-12900HX 16"" (40.64cm) QHD IPS 165Hz 500Nits Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 3080Ti 16GB/Alexa/3 Month Game Pass/Storm Grey/2.53Kg), 82TD009KIN",290000.0,,Lenovo,32,1024.0,Grey,Intel
HP OmniBook 5 OLED ● Intel Core Ultra 7 355 ● 49 Tops ● 16GB LPDDR5x ●1TB SSD ● 2K● 14''/35.6cm● Win11● Office24● Meteor Silver● 1.33kg● hh0030TU● mini GaN Charger● Upto 32hrs battery life ● AI Laptop,142990.0,,HP,16,1024.0,Silver,Intel
"Acer TravelLite TL04-41M 14-inch FHD Thin & Light Metal Body Laptop, AMD Ryzen 3 5400U Processor, 8GB DDR4 RAM, 512GB SSD, Windows 11 Home, MS Office 2021, Wi-Fi 6, HD Webcam Sleek Metal Body",44999.0,,Acer,8,512.0,Black,AMD
"Acer Aspire 3 Laptop A325-42 | 15.6"" (39.6 cm) FHD IPS Display | AMD Ryzen 3 5400U | 8GB DDR4 RAM | 256GB NVMe SSD | Windows 11 Home | AMD Radeon Graphics | Wi-Fi 6 | Steel Gray | 1.78 Kg",40999.0,,Acer,8,512.0,Gray,Apple A325
"Lenovo LOQ, Intel Core i7-13650HX, 13th Gen, NVIDIA RTX 4060-8GB, 16GB RAM, 1TB SSD, FHD 144Hz 300Nits, 15.6""/39.62cm, Windows 11 Home, MS Office 24, Grey, 2.38Kg, 83DV01BHIN, 100% sRGB Gaming Laptop",165000.0,,Lenovo,8,1024.0,Grey,Intel
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop",53990.0,,Dell,8,512.0,Black,
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 8GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Standard Keyboard, Dedicated Copilot Key, Black, Win11 Home + MSO H&S'24",73490.0,,Dell,8,512.0,Black,Intel
"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021",49400.0,,Lenovo,8,512.0,Grey,AMD
"ASUS ProArt PX13 (2026),AMD Ryzen AI MAX+ 395,AMD Radeon 8060S iGPU,128GB RAM,1TB SSD,3K OLED,13.3""(33.7 cm),Win 11,M365 Basic(1Y)* Office 2024,Nano Black,1.39 Kg,HN7306EAC-LX052WS,AI Creator Laptop",334990.0,,ASUS,128,1024.0,Black,Apple M365
"HP 15 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Fingerprint Reader/Ash Grey/1.5 kg/MS Office 2021",85000.0,,HP,16,512.0,Grey,Intel
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",68700.0,,Lenovo,16,512.0,Grey,Intel
"MSI GL63 8RE-455IN 2018 15.6-inch Laptop (Core i7-8750H/16GB/128GBSSD+1TB/Windows 10/6GB Graphics), Black",124990.0,,MSI,16,128.0,Black,
HP ZBook EB 645 CB 14” FHD Laptop | AMD Ryzen 5 5625C | 8GB RAM | 256GB SSD | Chrome OS | Lightweight Business Laptop | 1 Year Warranty (767V3PA),44604.0,,HP,8,256.0,Black,AMD
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue",194990.0,,Apple,24,1024.0,Blue,Apple M5
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",342490.0,,Apple,24,2048.0,Silver,Apple M5
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",194990.0,,Apple,24,1024.0,Midnight,Apple M5
Acer Pro 15 Ryzen 3 7320U 15.6 inch Full HD,49990.0,,Acer,16,512.0,Black,
"acer Predator Helios 16 AI, Intel Core Ultra 9 Processor,RTX 5090-24 GB GDDR7,32 GB/1 TB, WQXGA OLED, 16.0""/40.64 cm, 240Hz, Win 11 Home, Abyssal Black, 2.65 kg, PH16-73, RGB KB, Gaming Laptop",499990.0,,Acer,7,512.0,Black,Intel
"Lenovo Yoga Slim 7 AI Laptop PC 2025 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, OLED, Copilot AI Now, 47 Tops, 14""/35.5cm, Win 11, Office 24,Grey, 1.2 Kg, 83JX001MIN, AI Laptop",155990.0,,Lenovo,32,1024.0,Grey,Intel
HP ZBook EB 645 CB 14” FHD Laptop | AMD Ryzen 5 5625C | 8GB RAM | 256GB SSD | Chrome OS | Lightweight Business Laptop | 1 Year Warranty (767V3PA),44604.0,,HP,8,256.0,Black,AMD
"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021",49400.0,,Lenovo,8,512.0,Grey,AMD
Tech IT 𝗟𝗲𝗻𝗼𝘃𝗼Model 81N3 𝗔𝗠𝗗A6 REDEON | 4GB RAM/128GB SSD | 14″ FHD Display | A+ Condition Laptop (Refab),24900.0,,Tech,4,128.0,Black,
"ASUS ProArt PZ14 (2026),Snapdragon® X2 Elite,Qualcomm Adreno iGPU,32GB/1TB,3K OLED,Touchscreen,14""(35.5 cm),144Hz,Win 11,M365 Basic(1Y),Office 24,Black,0.79 Kg,HT7407NA-SN024WS,Creator/Gaming Laptop",269990.0,,ASUS,32,512.0,Black,Apple M365
"HP 15, 13th Gen Intel Core i3-1315uLaptop 8GB DDR4,512GB SSD Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0569TU",54800.0,,HP,8,512.0,Silver,Apple M365
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",342490.0,,Apple,24,2048.0,Silver,Apple M5
"Dell 15 (Previously Inspiron) Laptop, 14th Gen Intel Core i3/Core 3 100U Processor, 8GB DDR4, 512 SSD, 15.6"" FHD 120Hz IPS AG 250 nit Display, Win 11 + Office H&S 2024, Carbon Black, 1.63Kg",57490.0,,Dell,8,512.0,Black,Intel
"ASUS ROG Strix G16, Intel Core Ultra 9 275HX, Gaming Laptop(RTX 5060-8GB/115W TGP/16GB/1TB /2.5K QHD+/16""/240Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/) G615LM-S5128WS",200042.0,,ASUS,8,512.0,Gray,Apple M365
"HP Business 250R G10 (2025) Thin & Light Laptop with Intel Core 3 14th Gen 100U, 16GB RAM, 512GB SSD, 15.6″ IPS Display, Copilot Key, Windows 11 Pro & MS Office 2024, Turbo Silver (1.5 kg)",62050.0,,HP,16,512.0,Silver,Intel
"ASUS Vivobook 14, (i5 14th Gen) Intel Core 5 120U, Thin & Light Laptop(16GB RAM/512GB SSD/FHD/14/60Hz/Fingerprint Reader/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.4 Kg) X1404VAP-EB1542WS",66980.0,,ASUS,16,512.0,Blue,Apple M365
"Acer Aspire 3 Laptop A325-42 | 15.6"" (39.6 cm) FHD IPS Display | AMD Ryzen 3 5400U | 8GB DDR4 RAM | 256GB NVMe SSD | Windows 11 Home | AMD Radeon Graphics | Wi-Fi 6 | Steel Gray | 1.78 Kg",40999.0,,Acer,8,512.0,Gray,Apple A325
"HP 15 (2025), Intel Core i3 13th Gen 1315U - (32 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg/MS Office 2021",69900.0,,HP,16,512.0,Grey,Intel
Lenovo V15 G3 IAP Laptop RYZEN 3-7320u / 8GB DDR4 / 512 GB SSD PCIe / 15.60 FHD TN Display/Windows 11/Ms-Office/Silver (Grey) / 1 Year Onsite Warranty,48999.0,,Lenovo,8,512.0,Silver,
"Acer Aspire Lite, AMD Ryzen 3-5400U, Office 2024 + M365 Basic, 8GB RAM/512GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-41, Metal Body, Premium Thin and Light Laptop",42990.0,,Acer,8,512.0,Gray,Apple M365
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 8GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Standard Keyboard, Dedicated Copilot Key, Black, Win11 Home + MSO H&S'24",73490.0,,Dell,8,512.0,Black,Intel
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",194990.0,,Apple,24,1024.0,Silver,Apple M5
Acer Pro 15 Ryzen 3 7320U 15.6 inch Full HD,49990.0,,Acer,16,512.0,Black,
"HP 15, 13th Gen Intel Core i3-1315uLaptop 8GB DDR4,512GB SSD Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0569TU",54800.0,,HP,8,512.0,Silver,Apple M365
"Lenovo V15 G4 Laptop, AMD Athlon Silver 7120U, 8GB LPDDR5 RAM, 512GB PCIe SSD, 15.6"" FHD Display, Radeon 610M Graphics, Windows 11, MS Office 2021 Lifetime, Silver, 1.65 kg",45999.0,,Lenovo,8,512.0,Silver,AMD
"Acer Aspire 3 Laptop A325-42 | 15.6"" (39.6 cm) FHD IPS Display | AMD Ryzen 3 5400U | 8GB DDR4 RAM | 256GB NVMe SSD | Windows 11 Home | AMD Radeon Graphics | Wi-Fi 6 | Steel Gray | 1.78 Kg",40999.0,,Acer,8,512.0,Gray,Apple A325
"Lenovo IdeaPad 5 2-in-1 Intel Core Ultra 5 225H (16GB RAM/512GB SSD/14 (35.5cm)/WUXGA IPS/Windows 11/MS) 365 Basic+Office 2024/Lenovo Digital Pen 2/1Yr ADP/Grey/1.6Kg, 83KR0076IN Convertible Laptop",94990.0,,Lenovo,16,512.0,Grey,Intel
"ASUS Vivobook 14, (i5 14th Gen) Intel Core 5 120U, Thin & Light Laptop(16GB RAM/512GB SSD/FHD/14/60Hz/Fingerprint Reader/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.4 Kg) X1404VAP-EB1542WS",66980.0,,ASUS,16,512.0,Blue,Apple M365
"ASUS Vivobook Go 15 (2026),AMD Ryzen 5 40, AMD Radeon iGPU, 16GB RAM, 512GB SSD, FHD, 15.6""(39.6 cm),Windows 11,M365 Basic(1 Year)* Office 2024,Mixed Black,1.63 Kg,E1504FA-BQ2116WS,Thin & Light Laptop",60700.0,,ASUS,16,512.0,Black,Apple M365
